datetime,timestamp,cpu_cu,pixel_x
2026-02-02 03:07:20,1769998040,0.0225,90.322
2026-02-02 03:07:40,1769998060,0.0226,90.532
2026-02-02 03:07:59,1769998079,0.0227,90.742
2026-02-02 03:08:19,1769998099,0.0227,90.952
2026-02-02 03:08:40,1769998120,0.0229,91.163
2026-02-02 03:09:00,1769998140,0.023,91.373
2026-02-02 03:09:19,1769998159,0.0231,91.583
2026-02-02 03:09:39,1769998179,0.0232,91.793
2026-02-02 03:10:00,1769998200,0.0232,92.004
2026-02-02 03:10:20,1769998220,0.0232,92.214
2026-02-02 03:10:39,1769998239,0.023,92.424
2026-02-02 03:11:00,1769998260,0.0228,92.635
2026-02-02 03:11:20,1769998280,0.0227,92.845
2026-02-02 03:11:39,1769998299,0.0222,93.055
2026-02-02 03:11:59,1769998319,0.0222,93.265
2026-02-02 03:12:20,1769998340,0.0222,93.476
2026-02-02 03:12:40,1769998360,0.0233,93.686
2026-02-02 03:12:59,1769998379,0.0233,93.896
2026-02-02 03:13:19,1769998399,0.0233,94.106
2026-02-02 03:13:40,1769998420,0.022,94.317
2026-02-02 03:14:00,1769998440,0.022,94.527
2026-02-02 03:14:19,1769998459,0.022,94.737
2026-02-02 03:14:39,1769998479,0.0237,94.947
2026-02-02 03:15:00,1769998500,0.0237,95.158
2026-02-02 03:15:20,1769998520,0.0237,95.368
2026-02-02 03:15:39,1769998539,0.0225,95.578
2026-02-02 03:15:59,1769998559,0.0225,95.788
2026-02-02 03:16:20,1769998580,0.0225,95.999
2026-02-02 03:16:39,1769998599,0.0233,96.209
2026-02-02 03:16:59,1769998619,0.0233,96.419
2026-02-02 03:17:20,1769998640,0.0233,96.63
2026-02-02 03:17:40,1769998660,0.0217,96.84
2026-02-02 03:17:59,1769998679,0.0217,97.05
2026-02-02 03:18:19,1769998699,0.0217,97.26
2026-02-02 03:18:40,1769998720,0.024,97.471
2026-02-02 03:19:00,1769998740,0.024,97.681
2026-02-02 03:19:19,1769998759,0.024,97.891
2026-02-02 03:19:39,1769998779,0.0234,98.101
2026-02-02 03:20:00,1769998800,0.0232,98.312
